Years_Experience,Education_Level,Age,Gender,City_Type,Hours_Worked,Job_Satisfaction,Department,Salary
16,1,35,0,0,32,1,2,57417998
0,5,34,1,1,29,1,0,37927510
14,4,28,0,1,21,2,2,59238292
22,3,36,1,2,25,5,1,73648509
1,3,40,1,0,27,5,0,41243135
13,3,56,1,1,55,5,0,66956701
20,1,38,0,0,44,3,1,68945665
7,4,56,1,2,59,2,0,64653828
7,5,40,1,1,26,5,2,65052446
18,2,41,0,2,42,5,1,74246947
6,2,57,0,0,38,2,3,49861349
18,3,56,0,2,41,1,1,78160854
5,4,53,0,2,32,5,3,58912780
5,1,45,1,0,40,1,3,37561330
2,4,38,1,2,20,5,1,47275178
6,4,28,1,0,38,4,1,48163116
18,1,22,1,1,52,3,3,59830343
7,3,56,0,0,23,5,3,57472512
9,4,53,1,0,22,4,0,59679077
19,2,57,1,1,46,2,1,76118991
14,1,34,1,0,54,4,1,59907133
14,5,27,1,1,47,2,0,70590714
28,3,35,0,1,25,5,1,83487699
0,1,58,1,0,25,2,0,25164797
19,5,36,1,2,42,4,0,83299128
29,5,25,1,2,52,3,1,99795039
6,4,37,0,1,35,1,2,53221878
26,4,49,0,2,43,1,3,95958223
3,4,37,1,2,24,3,1,42378000
28,1,25,1,0,32,1,2,74005230
5,1,47,1,1,31,5,0,34548290
24,3,49,0,1,24,5,2,91410403
0,4,53,1,0,56,4,1,56143364
28,5,23,1,2,50,4,1,94858544
4,2,52,1,1,47,2,2,47006501
26,3,24,0,2,47,4,1,82019189
22,1,29,1,1,49,5,3,75458234
0,3,45,1,1,37,4,2,48814245
29,3,36,0,1,46,1,0,86704179
3,3,52,0,1,54,2,2,57067214
21,3,30,1,2,45,2,2,72898168
1,2,23,0,2,58,5,2,43925589
9,4,29,1,2,37,4,2,57929479
4,5,28,0,2,52,1,0,49236422
26,3,37,0,0,44,4,0,86713753
9,3,56,1,1,50,3,0,61508848
0,3,51,1,1,56,4,2,46600588
21,4,31,1,1,21,5,3,85257870
5,1,59,0,0,52,4,3,51990521
12,1,39,1,2,58,2,0,54256089
14,2,26,1,1,51,1,3,59919902
3,1,50,1,2,37,5,3,44822156
12,3,55,1,2,36,3,3,68036029
23,3,44,1,0,53,1,3,83046454
19,3,26,0,0,58,1,3,73361418
23,2,51,1,2,26,2,1,76808108
14,3,27,1,1,54,2,0,58739986
28,1,25,0,1,49,2,2,81637175
7,4,50,1,0,31,5,3,65040888
4,4,44,1,0,54,4,1,54854589
28,5,27,1,0,30,1,2,92844181
14,1,53,1,0,23,4,1,59332034
3,3,39,1,0,44,4,3,51188210
11,4,36,0,0,51,2,3,65627916
12,1,53,0,0,39,4,3,56014564
1,4,30,0,1,50,1,3,50494379
26,3,58,1,0,23,1,2,93370032
18,4,31,0,0,57,3,2,78434055
18,5,41,1,1,20,5,1,76862108
3,5,27,1,1,22,4,0,42324452
3,4,24,1,2,56,5,3,56158236
25,1,32,0,0,41,5,1,72815989
10,1,38,0,0,36,5,1,49043157
26,1,53,0,0,33,5,1,83035618
4,4,25,1,0,54,1,3,55157509
19,1,25,0,2,32,4,3,67171245
10,3,38,1,1,54,3,1,63245998
29,5,40,0,1,21,5,3,105300173
9,3,26,0,0,32,3,1,52380330
7,1,53,1,0,35,1,2,44947434
5,3,43,1,0,37,1,3,48635560
5,1,27,0,2,26,2,2,37302789
7,4,56,0,2,55,5,0,65673724
22,3,43,0,1,49,2,3,80676645
14,4,22,1,0,26,3,0,64962264
25,4,41,1,0,34,4,1,85532911
13,2,43,0,0,59,2,3,67433966
10,1,32,0,0,38,1,3,43680929
11,5,34,1,2,56,5,3,75458832
25,1,24,0,1,21,3,0,65644994
12,5,30,1,1,32,1,0,59777346
7,1,33,1,2,59,4,1,50212612
29,4,44,1,0,50,5,2,103371792
17,3,35,1,1,35,4,2,69937878
24,3,54,1,1,25,4,0,83988592
0,2,39,1,2,47,5,3,45225171
14,5,30,0,0,51,5,2,76969829
7,5,44,1,1,29,4,2,67005246
27,5,31,1,0,37,3,0,91391200
10,4,40,0,1,23,5,1,60314886
11,5,26,1,2,28,1,0,57080729
11,3,44,0,0,26,2,0,55490990
3,4,51,1,2,27,3,3,54434965
15,1,46,0,1,26,5,0,53115229
3,5,49,0,2,59,5,3,70042762
4,5,55,1,2,22,3,1,61735405
23,1,46,1,2,36,2,3,78011930
4,5,31,1,1,21,4,1,56425016
7,1,35,1,0,34,1,1,35790632
9,4,51,0,2,48,5,1,72821896
16,3,46,0,0,41,2,0,65889675
27,1,35,0,1,23,1,3,73207913
25,2,56,1,0,25,3,2,82946181
8,1,55,0,2,57,5,0,55783057
21,5,31,1,2,45,4,1,88960961
18,4,56,1,2,30,3,2,81388851
28,4,32,0,2,45,5,0,93359122
13,1,32,1,2,36,2,2,50508368
7,3,42,0,2,43,1,1,50743183
8,2,42,1,1,47,1,2,51213979
21,4,43,0,1,54,5,2,88281268
10,5,28,1,1,50,3,1,67623559
22,5,38,0,0,32,4,2,91352521
0,3,23,0,0,54,2,0,38175336
13,4,33,1,1,35,5,2,69721211
4,1,39,1,0,34,2,3,39617079
20,5,32,0,0,37,1,0,75154272
25,3,37,1,2,56,4,2,92632419
13,4,39,1,2,46,2,3,67573591
3,4,56,1,0,54,5,3,64360834
21,4,47,0,0,54,4,3,89883721
22,4,37,0,1,47,3,2,82337963
24,4,27,1,0,58,5,1,88928054
0,5,33,1,2,57,2,3,56285012
21,3,34,0,0,28,4,1,74544681
22,4,25,1,1,31,5,0,78566440
18,2,23,0,2,34,4,1,58938042
7,2,47,1,2,40,4,1,54616311
14,3,48,1,2,54,4,1,75971740
20,1,48,1,2,52,2,1,70359011
14,1,36,0,0,38,5,1,56357662
8,1,29,0,1,42,1,0,34265040
20,2,28,0,0,32,1,0,59180232
8,1,33,0,0,20,2,1,40466076
9,5,34,1,2,48,2,1,69270573
19,4,38,1,1,43,4,3,80045377
24,2,38,0,2,35,5,0,72205109
20,3,57,1,0,44,5,2,88666127
25,3,42,1,0,42,3,0,79147215
8,4,29,0,2,47,3,2,64256659
2,2,26,1,0,35,1,3,37890282
19,1,47,1,0,57,3,1,66889678
24,1,37,0,2,30,3,3,71588421
25,5,57,1,0,22,1,1,97997973
10,5,49,1,1,34,1,0,61021291
5,1,50,1,2,20,3,1,33298510
1,3,33,0,1,26,5,2,40540475
6,3,58,0,0,20,3,2,49299830
17,5,51,1,0,51,4,3,92171223
26,4,44,1,2,28,4,0,87506375
1,1,37,1,0,48,4,2,31819021
26,5,35,0,2,45,2,3,99669746
16,5,31,0,2,42,4,0,71652199
10,1,28,0,2,48,5,0,43588897
26,1,58,1,2,57,2,3,92363576
11,3,50,1,2,52,2,2,71129317
26,4,24,1,1,26,4,2,89357506
18,4,36,1,2,31,3,3,78561058
21,1,57,1,1,50,1,2,78097458
23,2,40,0,0,51,3,3,79195164
24,5,34,1,2,39,3,2,88842313
6,5,42,1,0,36,2,2,64139339
19,1,58,1,2,55,2,3,79411309
5,2,48,0,1,22,2,3,46160593
20,3,50,1,1,20,5,2,76670111
23,1,41,0,1,46,5,3,76377512
0,1,46,0,0,59,1,2,34552430
16,5,27,0,2,52,2,1,74041310
28,1,57,0,0,39,4,0,84670777
10,1,23,0,1,33,2,0,36366966
21,1,43,1,0,55,5,2,72607273
25,5,53,1,1,24,2,0,96370202
27,3,37,0,1,42,5,2,92749396
17,3,39,0,1,34,2,3,76400940
20,1,26,0,2,25,4,1,56981752
16,5,57,1,2,52,1,0,77435513
6,3,51,1,1,38,4,0,56199923
16,3,40,0,0,32,5,3,72282564
19,3,44,1,0,48,3,1,76738707
8,5,55,1,2,25,4,1,67754572
16,5,34,0,1,34,2,1,73687239
19,1,50,0,0,35,1,3,63868975
21,4,57,1,1,43,2,0,89831479
21,3,43,1,0,42,2,0,77109536
27,4,57,1,2,29,4,1,92632053
28,5,30,0,1,36,1,3,99032561
7,5,40,0,1,49,3,3,67554087
16,5,59,0,0,29,2,3,86468950
6,4,27,1,0,38,1,1,50227961
0,5,36,1,0,48,3,3,49410728
12,1,41,0,1,21,2,1,47186588
29,5,30,1,2,55,1,1,101313223
22,2,53,0,2,38,4,1,76415574
18,4,25,1,0,26,2,2,69019798
26,2,39,0,2,45,2,1,85927575
23,5,26,1,0,34,1,3,91577615
18,1,41,1,2,57,2,2,64939593
29,3,44,0,1,22,3,0,87849144
29,5,32,0,0,57,2,0,104708133
28,1,58,0,2,35,5,3,91268757
16,4,43,0,1,21,3,3,70961999
12,2,25,0,2,50,1,3,53895317
28,2,50,1,1,47,3,3,92991533
29,2,55,0,1,26,5,2,91834147
15,4,34,0,2,49,5,3,81451587
7,1,30,0,2,26,2,1,36866909
18,4,52,0,1,55,2,0,82375361
17,2,28,0,1,48,4,3,73114154
0,5,25,1,1,43,3,1,43260957
13,3,40,0,0,58,4,3,71314083
18,4,51,0,1,23,5,1,75821876
14,4,52,0,0,48,2,2,76004156
17,1,56,1,1,24,2,0,60074900
1,1,42,1,0,48,2,0,34752212
21,4,52,0,1,49,1,2,88126528
27,2,40,0,1,48,5,1,82596605
16,3,52,1,1,45,2,3,76760985
17,1,53,1,2,38,5,1,68564567
29,2,23,1,2,45,2,0,79893480
5,5,31,0,1,56,3,2,60237644
18,1,23,0,0,46,5,2,64498673
3,2,23,1,0,49,4,1,41034968
0,2,45,0,1,49,1,1,39406954
7,3,38,1,2,22,4,2,51119704
28,3,53,1,0,26,5,0,94793081
22,5,37,1,2,28,2,3,93179100
6,2,37,0,0,32,5,3,48569865
2,2,52,1,1,34,1,1,38836773
9,3,45,1,2,24,5,2,58279074
9,1,22,0,0,48,2,2,46845233
18,1,32,1,1,54,4,2,61790055
13,4,42,0,1,46,3,0,73023687
1,3,25,1,1,46,4,1,43433863
27,4,28,0,2,27,2,1,88606009
0,3,47,1,2,51,2,1,44279212
22,5,33,1,1,39,1,0,82188439
22,2,52,1,2,29,5,1,79110044
27,5,38,1,0,32,5,3,106527593
17,3,54,1,1,48,4,1,78675589
6,2,32,0,1,54,3,1,45870660
28,1,49,0,2,27,3,1,82445889
7,1,53,1,1,48,1,0,42641450
0,4,22,1,0,50,2,3,45989576
24,3,49,1,2,49,1,3,90618949
22,3,28,0,2,41,5,2,78011047
2,1,23,0,1,40,2,2,29988392
23,5,45,1,1,31,1,3,89336236
22,2,25,0,1,30,4,1,67904178
26,5,40,1,2,21,5,1,99935201
28,5,47,1,1,21,3,1,103458559
7,1,32,1,0,53,1,0,38220047
21,1,32,0,1,22,5,1,62157027
24,1,24,1,1,35,5,0,69714257
14,4,33,1,2,23,3,3,71212129
4,5,24,1,1,42,3,1,49801754
2,3,48,0,2,39,3,1,43553082
18,2,23,0,1,44,1,2,61699696
0,4,37,0,0,49,3,3,48377150
27,3,23,1,0,37,4,1,87382936
14,5,51,0,2,30,5,0,73466845
7,1,41,1,2,48,3,3,45199219
1,5,59,0,1,36,5,2,56986916
2,2,49,1,1,45,2,3,45829222
23,4,46,0,0,42,2,0,89049809
13,4,53,1,1,39,3,2,75726871
23,2,31,0,0,21,5,0,71404266
13,3,54,0,2,43,2,3,68213279
10,3,34,0,1,50,3,2,64323801
15,4,58,1,2,46,5,0,76598811
3,4,37,0,1,21,3,3,53571729
19,1,43,0,0,33,5,0,64043233
4,3,41,0,2,23,2,1,42019059
21,2,48,0,2,32,3,3,80632835
20,3,37,1,1,55,2,2,79737759
13,1,55,0,2,54,3,2,57870316
22,4,53,1,0,27,1,1,79763996
15,4,47,1,2,21,2,0,71883333
17,1,46,1,2,25,2,0,56414236
6,2,23,1,1,50,4,2,49501721
9,4,33,0,2,29,2,0,53415363
6,5,30,1,1,40,5,3,61852033
0,4,33,1,1,29,3,3,48034206
22,5,47,1,2,42,1,2,92183496
20,1,30,1,0,22,5,3,69077649
18,1,31,0,1,51,5,2,67894096
15,4,53,0,2,39,5,0,74471655
28,3,55,1,1,29,5,0,96988889
18,5,41,1,0,48,1,0,78556846
3,2,23,1,0,53,4,1,39462344
28,4,22,0,1,56,2,2,93073680
27,2,57,0,0,39,5,3,94549025
17,4,45,0,2,27,2,0,69153381
1,3,48,0,2,26,2,1,42446492
0,3,23,0,1,25,5,3,40532959
14,3,52,1,0,30,4,3,69202321
4,3,35,0,2,37,2,3,52029343
19,1,23,0,2,48,3,0,59483881
10,1,50,1,2,44,2,3,57006757
9,5,36,0,1,40,5,2,72131322
1,2,33,0,1,22,1,1,26903627
2,4,58,0,2,37,2,3,56596816
22,4,49,1,2,43,4,3,87959834
22,1,41,0,0,57,3,2,76149228
11,4,45,1,0,29,3,3,71207315
19,1,42,1,0,46,1,0,64213499
4,5,31,0,1,31,1,0,50448655
4,2,35,0,2,26,2,0,36603529
5,5,58,0,1,36,5,3,72830362
29,3,39,0,2,20,4,1,92162900
8,3,45,1,0,45,3,1,57595265
1,3,35,0,0,34,1,3,45689334
20,5,55,1,0,52,4,1,98243686
11,4,33,1,0,56,5,1,65784453
2,2,43,1,2,50,3,3,50261952
19,3,27,1,0,54,3,0,68368299
25,3,57,1,2,20,5,3,88242252
21,3,57,0,2,27,3,0,79070827
11,2,43,1,1,31,5,0,52475314
23,3,35,1,0,38,3,1,75393320
16,2,37,0,0,44,2,1,65622505
9,3,57,0,1,51,5,0,62287152
29,5,46,1,2,31,4,0,98770289
23,5,53,1,0,32,2,1,89933355
26,2,54,0,2,47,4,2,95354270
13,5,57,1,1,20,3,0,68999163
22,2,41,0,2,25,4,0,75026275
16,5,39,0,0,27,2,0,75125206
17,5,59,1,2,23,5,1,89616544
18,2,24,0,2,24,1,3,60373369
16,4,44,1,0,44,4,0,74626616
13,5,53,1,0,41,1,0,71106894
8,3,37,1,2,47,4,0,57855216
7,4,26,0,2,58,4,3,61467749
1,2,25,1,1,42,5,3,36003275
12,4,42,0,0,23,3,0,59023712
24,1,35,1,2,23,2,0,70000219
6,1,52,1,0,40,2,2,42388052
8,5,35,0,1,56,2,3,66509753
21,5,27,1,2,21,3,2,77737677
21,3,33,1,2,26,1,0,72571684
10,4,37,0,2,35,2,0,55463488
13,1,38,0,0,36,1,0,43802560
3,5,44,0,1,39,3,0,54235620
25,4,35,1,0,42,3,1,84269625
25,5,28,0,2,53,5,1,92203880
28,5,53,0,1,30,2,1,99634066
12,1,36,1,2,53,5,2,57924555
1,1,38,0,2,52,2,3,31872196
22,5,55,1,0,45,3,0,89954529
4,2,26,1,2,21,3,3,38129009
10,5,48,0,1,42,4,1,66957044
5,5,44,1,2,41,4,0,60271881
17,3,35,0,2,53,3,0,74084171
20,3,36,0,0,34,3,2,74727617
9,3,54,0,1,29,1,3,63166937
3,2,52,0,0,34,1,2,40967758
8,2,56,1,2,48,5,1,62755117
5,5,38,1,0,42,4,3,60806456
1,3,49,0,0,36,4,1,46732457
16,2,40,0,0,28,3,2,61635559
4,1,44,1,0,55,3,2,44768856
24,5,53,0,2,28,5,0,91775598
5,4,34,1,2,35,4,3,59535948
25,5,41,0,1,55,1,3,99986740
11,4,56,1,0,52,2,0,67040149
22,3,26,1,0,50,5,3,84021548
20,4,30,1,1,25,2,1,74162865
9,3,50,0,0,29,1,1,59785237
21,1,27,0,1,35,1,2,66544680
20,4,46,0,2,23,2,1,80495593
26,5,52,0,1,41,5,3,101775748
24,3,43,0,0,32,2,0,83242392
5,5,23,1,1,35,5,2,56304421
26,2,26,1,2,48,5,0,75255677
7,3,48,1,0,25,3,2,51421791
1,4,46,1,2,45,4,2,51143687
11,3,29,1,2,30,4,0,55324695
12,5,22,1,1,43,1,1,63608102
24,1,41,1,2,48,3,1,73806196
20,3,44,0,0,22,4,1,75686289
6,4,53,1,2,29,5,1,63135725
9,2,32,0,2,20,5,0,43642996
12,1,45,1,1,45,2,3,59417994
16,2,32,1,2,31,2,2,56009759
25,3,50,0,1,33,5,0,88041804
20,5,47,1,1,44,5,1,89386822
27,5,37,0,0,27,2,1,97496357
29,4,56,1,0,23,4,0,95036746
25,5,41,0,0,47,1,2,101509555
13,1,24,1,0,26,2,0,42408903
1,5,22,0,1,29,4,0,38840546
27,4,22,0,2,55,4,3,100650365
21,3,38,1,0,21,4,0,74784930
10,3,23,1,0,45,3,3,59681076
0,5,50,0,0,33,3,2,55164462
18,2,41,1,2,35,4,0,66515185
20,3,27,0,0,36,5,0,67623659
3,5,29,1,2,41,3,1,52506275
18,4,50,0,1,23,2,0,71463448
25,5,54,1,1,38,3,1,98372763
28,3,24,0,1,21,5,1,82185162
20,4,56,1,2,58,1,1,91812812
10,5,26,0,0,28,3,2,60738299
7,1,48,0,0,38,4,3,53387096
10,4,33,1,0,35,4,1,63677382
3,1,41,1,0,44,4,0,31703913
16,2,41,0,0,37,1,0,63494456
26,4,30,0,2,42,5,1,91802459
6,1,25,0,1,40,2,1,38697905
7,3,40,0,0,30,5,0,48612417
2,3,59,1,1,58,1,1,52380962
21,2,48,0,2,23,4,3,73830829
1,4,34,0,2,44,5,3,48038831
22,4,34,0,0,51,2,2,89999890
14,4,43,1,2,49,4,1,76923365
23,2,49,0,1,45,2,2,82604514
21,4,43,1,0,55,3,2,91949152
21,3,40,1,0,53,2,2,78242653
4,1,29,1,1,28,4,1,36482590
23,3,29,1,0,31,3,2,79425759
0,3,47,1,0,21,4,3,38719794
25,1,47,1,1,57,4,2,81191142
3,3,44,1,0,24,3,3,48448689
14,2,34,0,0,24,2,3,57852328
19,1,49,0,1,41,1,1,60620436
18,3,30,1,2,24,1,2,63291526
2,5,41,0,1,23,1,1,49132392
19,3,40,0,0,28,1,3,72596568
10,2,33,1,1,48,5,0,56031120
16,4,36,0,0,41,1,2,76179595
29,3,52,1,0,46,3,1,95036753
26,4,35,0,1,29,1,0,85763054
12,5,32,1,0,35,4,2,74458687
10,3,47,1,2,29,1,2,53600662
1,1,48,0,0,25,2,1,32756968
8,4,32,0,1,24,3,0,47463399
25,5,59,1,2,25,3,1,97404250
1,1,55,1,2,44,5,2,41652451
20,1,40,1,0,23,4,2,61876828
8,1,27,0,1,59,3,3,47464513
8,1,59,0,0,51,2,2,50245853
7,3,49,0,0,54,1,2,55776853
16,3,22,0,1,29,3,0,54790246
0,3,56,1,1,53,2,0,41227346
24,5,29,1,0,55,1,3,96260364
28,5,28,1,2,25,5,3,101042003
10,5,32,1,0,35,3,3,63917332
7,2,25,0,2,38,3,1,42116728
9,5,46,1,0,53,2,1,73824289
24,3,33,1,1,44,4,3,84555687
6,3,47,0,2,50,5,1,60751986
2,2,59,0,1,36,4,2,47555720
2,2,33,1,1,49,3,3,42220347
17,5,58,0,1,58,4,3,90897983
4,4,45,1,1,50,1,1,48967587
11,2,37,0,1,38,5,0,53611006
11,1,34,0,0,54,4,3,54601167
18,3,46,1,2,48,1,1,73877554
29,1,25,0,0,20,2,1,73374441
5,3,32,1,0,23,4,0,38392549
1,3,53,0,0,47,5,3,52493135
11,2,28,0,1,37,1,0,49958409
18,2,32,0,0,45,4,2,72638886
4,1,49,0,2,59,2,0,44237187
11,3,44,0,0,38,4,0,59578674
26,1,44,1,1,25,1,1,71403154
26,4,49,0,2,20,4,0,88991839
16,1,47,1,2,27,5,2,61004187
28,5,46,0,2,52,3,1,105287826
16,1,50,1,2,40,1,2,61895755
9,5,40,0,0,43,1,0,62908364
24,5,54,1,1,44,1,2,95145112
22,5,57,1,2,38,1,2,97541891
16,4,35,0,2,48,4,0,77563576
14,1,35,0,1,29,5,0,48839326
11,1,56,0,0,31,2,1,55278761
29,4,51,1,2,52,5,1,107456484
15,3,49,1,0,26,1,3,70439344
23,2,38,0,0,36,4,1,80553109
18,1,24,0,0,29,4,0,53604262
7,2,37,1,0,50,1,2,51179801
20,4,51,1,2,25,4,2,80435736
16,3,50,0,2,36,1,1,72126401
22,3,36,1,0,56,5,1,85319160
4,3,46,0,0,37,3,0,43265501
21,4,59,0,1,45,4,2,89735300
15,5,59,0,1,35,1,3,87974966
5,5,44,1,1,27,1,3,60851565
7,2,46,1,2,43,4,1,46041410
24,5,28,1,1,32,2,3,87803137
17,5,43,1,2,48,1,0,83369988
24,3,38,0,2,51,4,3,89222747
11,3,39,1,2,43,1,1,60825792
14,2,31,0,2,35,2,0,55369070
26,1,31,0,1,30,3,2,78968949
25,2,28,0,0,51,2,0,79828136
8,2,59,1,0,25,5,1,57150970
12,4,48,0,0,54,4,1,72958198
25,4,54,0,1,52,2,3,99233572
14,2,22,1,0,37,3,3,59272479
9,2,55,0,1,56,1,2,56444955
15,2,25,1,1,32,4,2,58942028
6,5,38,1,1,29,2,1,60349650
16,4,25,1,0,56,3,1,72031867
22,2,47,0,0,45,2,1,77608947
25,3,25,1,0,36,5,2,87850360
20,3,22,1,2,20,4,1,66676372
21,5,28,1,1,44,1,2,86133401
25,5,51,1,2,53,3,1,105828522
6,1,30,0,1,58,2,0,40078134
13,1,56,1,0,29,4,0,53307408
14,1,29,0,1,39,2,1,46589297
20,5,45,1,1,26,4,0,79257715
6,5,40,0,2,35,5,2,68756517
8,5,57,1,1,56,2,3,76626635
18,3,48,0,0,48,5,0,74413433
15,5,53,1,1,31,3,3,79952978
7,3,35,0,1,36,5,0,50533295
17,1,39,0,1,39,4,2,67501594
26,1,49,0,2,45,3,0,82109575
22,1,50,1,1,38,2,0,70379650
28,2,37,0,1,31,2,1,85199557
17,2,56,0,2,40,4,3,71575471
29,4,52,0,2,53,1,3,106980915
19,4,25,0,2,26,1,2,72918455
6,4,58,1,2,54,2,2,61779182
2,2,38,0,0,34,4,3,42870893
17,2,47,0,0,20,1,1,61595201
26,4,25,0,1,45,5,1,87394035
9,4,51,1,0,54,2,3,69967217
6,5,51,0,1,44,5,0,67878304
16,4,43,0,0,34,4,3,80993288
13,5,32,0,2,41,5,0,73697674
23,3,23,0,2,25,1,3,75673402
2,2,33,1,0,34,1,0,29107979
11,4,51,0,0,43,3,1,69193570
27,2,57,0,1,40,2,3,87259421
12,2,39,1,1,26,4,2,52696886
1,2,47,1,1,48,2,0,35693973
2,3,28,1,2,51,5,1,40581194
4,1,22,0,2,51,4,2,34324962
10,4,47,1,2,24,4,1,63339619
7,1,44,0,2,23,1,0,37429050
25,1,47,1,1,41,5,3,85705106
22,1,27,0,2,37,1,1,63776448
22,2,27,1,2,54,1,3,80221068
11,5,29,0,2,36,3,3,70498164
6,2,45,1,2,43,1,1,41488162
14,2,43,0,0,21,2,1,54543389
23,1,40,0,1,32,4,1,73771265
16,2,58,0,1,34,1,3,67812194
3,1,39,0,2,24,2,2,32793864
28,5,52,0,0,22,5,0,101336311
21,4,58,0,1,56,4,2,97447660
24,1,51,0,1,56,5,3,81115474
12,5,54,0,2,56,2,1,80953210
17,4,31,1,2,22,5,1,74391569
0,3,58,0,1,54,5,0,46403028
15,1,33,0,1,42,5,0,54556219
12,1,51,1,0,47,1,2,60876700
9,3,48,0,1,49,1,2,58096587
11,3,30,1,1,37,1,0,49282003
29,1,42,0,2,55,4,3,94255143
1,3,33,1,1,52,2,2,47377755
22,2,50,1,2,45,1,1,81517877
2,4,54,0,1,59,5,1,57689254
9,4,36,1,1,36,5,3,61379568
1,4,23,0,1,59,5,0,46179226
29,2,39,0,0,26,5,2,91663561
26,3,24,0,2,27,3,1,80229567
22,5,28,0,0,50,4,0,84541781
12,3,39,1,1,31,2,2,58970150
12,1,59,0,0,50,2,3,58986150
17,4,58,1,2,38,1,1,80838599
2,3,54,1,1,29,3,3,52630013
26,5,52,0,0,58,2,3,106946649
6,1,32,0,0,31,4,3,42511319
13,2,25,0,2,39,5,2,58987399
19,2,39,0,0,56,1,3,78413007
28,5,25,1,2,26,4,2,96174251
29,1,55,0,1,33,2,2,90789326
16,4,50,1,1,30,3,3,81529333
28,3,45,0,0,26,1,3,91224360
29,1,43,0,1,48,2,0,80440079
20,2,23,0,1,29,1,1,58403854
11,5,27,0,0,48,2,0,65017271
24,5,46,1,1,28,5,1,90928323
15,3,42,1,0,55,3,1,66750675
23,5,37,0,2,29,5,0,91144286
11,5,52,1,2,38,2,0,73126991
14,1,35,1,2,50,4,1,53722601
24,4,49,0,0,36,5,1,90470116
9,3,53,0,0,28,4,1,62925354
29,1,49,1,1,52,2,2,87671100
24,4,30,1,1,53,3,1,86824389
6,1,43,1,1,43,4,3,44731791
19,1,53,1,1,28,2,3,66160686
4,5,26,0,1,26,4,3,57391611
